债券简称,成交净价,最新收益率,涨跌,加权收益率,交易量
25中信银行CD316,98.81,1.5299,,1.5299,4.0
25成都银行CD161,99.21,1.52,1.0,1.52,4.0
25贵阳银行CD096,98.39,1.545,,1.545,4.0
22附息国债06,104.43,1.3,-0.25,1.3,4.0
25杭州银行CD201,98.43,1.555,,1.555,4.0
25光大银行CD170,98.41,1.53,-3.01,1.5275,4.0
25中信银行CD169,98.77,1.4122,-0.61,1.4259,4.0
22山西债48,106.79,1.7802,,1.7801,4.0
25京能源CP001,99.97,1.61,,1.61,4.0
25浦发银行CD285,98.45,1.535,0.5,1.535,4.0
26徽商银行CD038,98.84,1.5533,0.34,1.5519,4.0
26光大银行CD021,98.47,1.5575,0.25,1.5575,4.0
25北京农商银行CD126,98.42,1.5401,-0.99,1.5401,4.0
25工商银行CD190,98.36,1.5148,-7.99,1.5125,4.0
26杭州联合银行CD021,99.23,1.535,-0.01,1.535,4.0
26工商银行CD009,98.45,1.5549,-0.51,1.5549,4.0
25建设银行CD184,98.3,1.5099,-3.98,1.5099,4.0
25浦发银行CD163,98.43,1.5301,1.0,1.5301,4.0
23陕西债61,108.29,1.83,1.0,1.83,4.0
25农业银行CD094,98.09,1.4326,-0.65,1.4417,4.0
25北京银行CD103,98.78,1.4399,1.97,1.4399,4.0
25工商银行CD224,98.43,1.525,0.01,1.525,4.0
25杭州银行CD106,98.75,1.4428,0.48,1.4428,4.0
25建设银行CD266,98.8,1.4286,-2.14,1.4286,4.0
25农业银行CD318,98.42,1.53,-4.51,1.53,4.0
25光大银行CD155,98.81,1.5147,0.49,1.5147,4.0
25江苏银行CD059,98.13,1.4402,1.0,1.4402,4.0
25建设银行CD278,98.43,1.5249,0.48,1.5249,4.0
25南京银行CD110,98.35,1.5199,0.47,1.5199,4.0
23云南债35,103.44,1.465,0.5,1.465,4.0
25建设银行CD263,98.79,1.429,-0.11,1.429,4.0
25成都银行CD088,98.76,1.4407,-0.01,1.4407,4.0
25建设银行CD262,98.78,1.4322,-0.76,1.4322,4.0
25交通银行CD088,98.07,1.3986,-2.53,1.3986,4.0
19河北12,120.75,2.0891,,2.0904,4.0
25徽商银行CD116,98.43,1.5399,,1.5399,4.0
25平安银行CD101,99.2,1.4296,0.86,1.4296,4.0
25南京银行CD082,98.26,1.5203,1.0,1.5203,4.0
23天津106,103.67,1.485,-2.0,1.4854,4.0
25光大银行CD270,98.46,1.5399,-5.0,1.5399,4.0
25交通银行CD215,98.61,2.2566,-0.75,2.2585,4.0
25光大银行CD224,98.43,1.535,-4.27,1.535,4.0
25浦发银行CD087,98.12,1.4302,0.1,1.433,4.0
25工商银行CD245,98.43,1.5266,-0.09,1.5253,4.0
25上海银行CD122,99.2,1.4409,0.05,1.4409,4.0
26交通银行CD011,98.46,1.55,-1.25,1.5513,4.0
25工商银行CD220,98.43,1.52,0.76,1.5225,4.0
26浦发银行CD038,98.86,1.536,-0.4,1.5389,4.0
25交通银行CD296,98.46,1.54,-0.26,1.54,4.0
25厦门国际银行CD111,99.18,1.4497,0.75,1.4497,4.0
26华能SCP005,100.0,1.4599,,1.4599,4.0
07国债13,105.57,0.62,-3.0,0.62,4.0
24南航集MTN001,100.64,1.7,1.0,1.7,4.0
25浦发银行04,100.35,1.7525,-8.25,1.7525,4.0
24进出15,100.62,1.6825,-0.75,1.6849,3.96
22附息国债24,114.64,2.375,1.0,2.363,3.9
24汇金MTN005,100.78,1.83,1.0,1.83,3.9
26河北债16,99.11,2.5025,-0.55,2.5088,3.9
22附息国债12,104.48,1.335,1.0,1.3345,3.878
26山东03,100.82,2.314,-0.6,2.3135,3.8
25平安银行永续债01BC,100.55,,,,3.8
24华夏银行永续债01,101.46,1.99,1.0,1.99,3.8
24河南债08,106.94,2.3256,5.56,2.3256,3.8
25大华银行CD006,98.33,1.5801,,1.5825,3.8
26河南债11,99.76,2.485,-1.0,2.4895,3.7
25民生银行二级资本债01,100.54,2.2836,-0.27,2.2838,3.7
24新疆债14,100.82,1.325,,1.3207,3.7
25浦发银行永续债02,99.3,2.125,4.0,2.125,3.7
24工行永续债01,101.32,1.935,-8.5,1.935,3.7
26广东债06,98.74,2.51,1.0,2.5052,3.7
22邮储银行永续债01,101.55,3.3958,0.02,3.3958,3.7
22工行二级资本债04B,106.63,2.6701,0.09,2.6709,3.7
24华夏银行债01,100.86,1.575,1.0,1.5745,3.7
25新疆债26,92.6,2.3825,,2.3853,3.7
25交通银行科创债01,99.98,1.66,1.36,1.6528,3.7
24河北21,104.1,1.8601,,1.8601,3.6
24广东66,101.93,1.6537,,1.6544,3.6
24农行永续债03BC,101.06,,,,3.6
22中行二级资本债02A,102.11,2.6667,-0.22,2.6663,3.6
21新兴际华MTN003,101.44,,,,3.6
24农行二级资本债02B,101.03,2.3974,-0.4,2.3986,3.6
22天津债01,101.14,1.3,-2.0,1.3,3.6
25进出04,100.01,1.3592,1.44,1.3475,3.5
26中交路桥SCP001,100.01,1.6399,-0.5,1.6413,3.5
25光大银行债02,99.99,1.6825,1.0,1.6825,3.5
26广核电力SCP002,99.95,1.62,-4.01,1.62,3.5
25海峡银行二级资本债01,100.32,2.5616,-0.84,2.5783,3.5
25邮储银行CD041,98.45,1.5099,-0.02,1.5099,3.5
26成都银行CD015,99.61,1.5252,,1.5252,3.5
26一汽租赁SCP002,99.92,1.64,12.01,1.6394,3.4
25平安银行小微债01,100.11,1.6875,-0.18,1.6875,3.4
21交通银行永续债,100.61,,,,3.4
24中行二级资本债02A,102.25,2.311,1.0,2.3131,3.4
23成都高新PPN001,100.29,2.0407,-134.11,2.0577,3.4
24汇金MTN001,102.0,1.79,1.0,1.79,3.4
26金开国控MTN001,100.0,2.05,,2.05,3.4
25国开清发02,99.76,1.595,0.1,1.5934,3.4
24进出11,101.92,1.92,-0.5,1.9211,3.4
23贵州35,103.39,1.4675,0.25,1.4675,3.4
25湖南银行永续债01,100.23,,,,3.4
23山西债35,104.9,1.5665,,1.5706,3.3
24河北22,104.1,1.86,,1.86,3.3
26山东债10,99.11,2.5125,0.74,2.5125,3.3
25湖南08,93.74,2.39,4.0,2.3889,3.3
23轻纺城PPN001(资产担保),101.29,1.835,,1.825,3.3
22交通银行二级01,101.73,3.1269,1.0,3.127,3.3
25进出03,100.2,1.596,1.6,1.5953,3.3
25附息国债04,98.57,1.784,0.4,1.7803,3.275
23铁道06,118.43,2.485,-1.0,2.4897,3.2
26赣水投MTN003,99.48,1.97,,1.8913,3.2
25中行永续债01BC,99.52,,,,3.2
24黑龙江02,103.49,1.6767,,1.6767,3.2
16国开13,100.71,1.4649,-0.02,1.4643,3.2
24农行二级资本债01A,102.61,2.3935,1.0,2.3943,3.2
23内蒙古债37,107.97,1.8526,0.26,1.8526,3.2
20山西03,113.89,1.9099,,1.91,3.2
18国开05,106.16,1.59,1.0,1.59,3.2
26新疆金投PPN001,100.0,2.28,,2.28,3.17
25惠行10号ABN001优先A,99.98,,,,3.16
26津地铁SCP001,100.0,1.6699,,1.6699,3.13
21招商银行永续债,101.51,,,,3.1
16农发09,110.48,1.7275,0.75,1.7258,3.1
25华夏银行CD167,98.79,1.4296,-0.21,1.4289,3.1
25中国银行CD020,98.36,1.515,-0.52,1.5115,3.1
26中信百信银行CD005,99.21,1.5699,,1.5699,3.1
26浙江债12,98.85,1.998,-0.2,1.9972,3.1
24广西债12,104.75,1.8625,1.0,1.8625,3.0
24山东债48,102.24,1.6865,,1.6854,3.0
23农行二级资本债03A,104.21,2.8282,0.05,2.8284,3.0
25光大银行永续债01,100.45,,,,3.0
21浙江07,109.04,1.5805,0.05,1.5813,3.0
26烟台蓝天SCP002,99.89,1.6901,,1.6901,3.0
25物产中大SCP014,100.0,1.6301,-3.99,1.6301,3.0
26东亚银行CD002,99.07,1.9299,1.0,1.9299,3.0
25郑州银行CD119,98.74,1.4147,-1.46,1.4147,3.0
25民生银行CD106,98.3,1.5201,-2.0,1.5201,3.0
25中信银行CD093,98.08,1.4274,-0.22,1.4289,3.0
22农发07,101.32,1.5675,1.0,1.5675,3.0
25交通银行CD150,98.8,1.4284,1.0,1.4284,3.0
25交通银行CD257,98.84,1.5251,-4.49,1.5251,3.0
26恒丰银行CD049,98.85,1.555,-0.51,1.555,3.0
26深圳前海微众银行CD012,99.88,1.4791,-2.1,1.4791,3.0
25浦发银行CD169,98.45,1.5301,-0.98,1.5301,3.0
25西安银行CD040,98.39,1.5201,1.0,1.5336,3.0
25中国银行CD071,99.21,1.5098,1.0,1.5098,3.0
16农发18,100.24,1.4602,0.02,1.4602,3.0
25民生银行CD297,99.22,1.5202,0.03,1.5201,3.0
24广东债02,105.69,1.8225,1.0,1.8241,3.0
26民生银行CD047,98.45,1.575,1.0,1.5742,3.0
25中信银行CD407,99.62,1.4295,-2.03,1.4295,3.0
25秦农农商银行永续债01,100.16,,,,3.0
25交通银行CD294,98.46,1.5376,-0.41,1.5384,3.0
25平安银行CD054,98.38,1.5148,,1.5048,3.0
26浙商银行CD020,98.45,1.57,-0.25,1.57,3.0
17附息国债15,128.82,2.33,1.0,2.3293,3.0
22湖南债130,107.75,1.73,-1.5,1.7283,3.0
26广发银行CD014,98.45,1.56,-0.5,1.56,3.0
26东亚银行CD001,99.07,1.9299,1.0,1.9299,3.0
25浦发银行CD279,98.43,1.535,1.0,1.535,3.0
26珠海华润银行CD004,98.43,1.5775,1.25,1.5758,3.0
23徽商银行小微债01,100.82,1.58,-3.59,1.58,3.0
26江苏银行CD007,98.84,1.55,-0.01,1.55,3.0
26宁波银行CD007,99.61,1.53,-2.48,1.53,3.0
26浦发银行CD051,99.63,1.53,-1.99,1.53,3.0
22建行永续债01,102.19,,,,3.0
26泉州银行CD013,98.39,1.64,,1.64,3.0
26杭实投SCP003,99.97,1.6349,,1.6349,3.0
26华夏银行CD053,98.47,1.5575,0.26,1.5575,3.0
25宁夏债36,101.51,1.995,1.5,1.9952,3.0
25交通银行CD121,98.4,1.5127,-4.74,1.5142,3.0
25成都银行CD162,99.21,1.52,,1.52,3.0
26江苏债07,99.54,1.811,-0.9,1.81,3.0
26中信银行CD040,98.86,1.54,-1.0,1.54,3.0
25交通银行CD284,98.84,1.5242,-0.57,1.5244,3.0
25浦发银行CD273,98.43,1.54,-4.19,1.5383,3.0
25平安银行CD030,98.29,1.5149,1.0,1.5149,3.0
25建设银行CD387,98.42,1.525,0.76,1.525,3.0
25北京银行CD052,98.24,1.5144,-0.07,1.5144,3.0
25山东债91,100.72,2.2715,-0.32,2.2715,3.0
25长沙银行CD243,99.19,1.5254,,1.5254,3.0
23山东债67,105.05,1.57,-0.54,1.5717,3.0
25华夏银行CD135,98.31,1.5178,-0.23,1.5169,3.0
26上海债02,99.57,1.68,0.5,1.6823,3.0
25中国电力MTN003,100.04,1.799,1.9,1.7963,3.0
26汉口银行CD035,98.43,1.5899,,1.5899,3.0
23山西17,105.49,1.545,,1.5416,3.0
22山东债55,104.38,1.5,,1.5,3.0
26兴业银行CD014,99.62,1.5101,-0.02,1.5101,3.0
25浙商银行CD073,98.27,1.5204,1.05,1.5135,3.0
25交通银行CD187,98.43,1.5251,-0.49,1.5251,3.0
21湖南债04,109.15,1.58,,1.58,3.0
25中国银行CD061,98.42,1.5251,0.35,1.5251,3.0
26广州银行CD031,99.23,1.535,,1.535,3.0
25光大银行CD246,98.45,1.545,1.0,1.5433,3.0
25广州农村商业银行CD107,99.19,1.53,-5.01,1.53,3.0
25工商银行CD157,98.3,1.5096,-0.02,1.5096,3.0
25长沙银行CD296,99.6,1.4453,-0.62,1.4453,3.0
26徽商银行CD035,98.45,1.575,1.0,1.575,3.0
25平安银行CD125,99.2,1.51,-4.49,1.51,3.0
26国华投资SCP002,100.0,1.5699,,1.5699,3.0
25河南债90,100.55,1.81,0.75,1.81,3.0
25建行科创债01A(BC),99.99,1.6527,0.46,1.6527,3.0
25浙江债58,100.19,1.9875,,1.9899,2.9
23四川债47,102.45,1.465,,1.465,2.9
26厦国贸SCP008,100.0,1.6995,-0.01,1.6995,2.9
21进出05,100.3,1.4402,1.0,1.4401,2.9
22农行二级资本债02A,102.03,2.6864,0.01,2.6864,2.85
25恒信8号ABN001优先A,99.98,,,,2.848
19附息国债10,126.55,2.3727,0.27,2.3663,2.8113
22建设银行二级01,102.23,3.052,0.11,3.0512,2.8
26广东债16,99.78,2.3075,-0.5,2.3103,2.8
25平安人寿永续债01,100.68,,,,2.8
22浙江债32,106.81,1.7075,-0.5,1.7075,2.8
26江西债09,99.16,2.51,-0.48,2.5084,2.8
26晋能煤业MTN005(科创债),100.0,2.37,,2.37,2.8
23首钢MTN004,100.54,1.6284,-0.15,1.6284,2.8
26信达地产MTN001,100.0,3.2496,-0.01,3.2496,2.8
26山西债06,99.84,2.3225,0.75,2.3211,2.8
23汇金MTN002,100.13,1.5698,-0.05,1.5725,2.8
22惠民城建PPN003,100.37,3.6766,-0.06,3.6707,2.767
24农发20,102.93,1.915,-0.5,1.9208,2.7
25浙江69,99.4,1.9782,1.57,1.9825,2.7
25农行TLAC非资本债03A(BC),100.46,1.8906,0.37,1.8899,2.7
26山东02,99.53,2.5125,-0.25,2.5109,2.7
26蒙牛SCP004,99.99,1.5998,-0.01,1.5998,2.7
25河北债59,99.14,2.29,0.25,2.2883,2.7
25信达投资MTN001,100.37,2.8406,0.99,2.8404,2.65
24兴业银行二级资本债02,101.34,2.1422,-0.83,2.1427,2.6
25交通银行CD146,98.39,1.5102,0.01,2.0435,2.6
26寿光金旭MTN001,100.0,2.63,,2.63,2.6
26临平交通PPN001,99.81,2.28,4.0,2.2798,2.6
22进出05,100.98,1.4775,3.75,1.4787,2.6
26富滇银行CD050,99.2,1.59,,1.59,2.6
26德清交通MTN001,100.0,1.9699,-0.01,1.9967,2.6
24农行永续债02,101.62,,,,2.6
22工行二级资本债03A,101.91,2.6916,-0.11,2.6915,2.6
26宁夏债04,99.89,2.5153,-0.47,2.517,2.6
26华润MTN001,100.0,,,,2.6
26德银股份债01A,99.91,1.98,3.0,1.9577,2.6
24光大银行债02,100.64,1.615,-1.0,1.6165,2.6
21江苏债05,109.04,1.5675,1.0,1.5685,2.6
23附息国债26,107.03,1.6925,-0.5,1.6935,2.52
25电网MTN045(科创债),100.6,1.9272,1.0,1.9272,2.5
26湖南债12,99.93,1.9975,-0.25,1.9975,2.5
26建设银行CD026,98.86,1.54,1.0,1.536,2.5
16国开10,100.1,1.5507,-0.9,1.5541,2.5
26赣水投MTN002,99.64,1.865,1.5,1.8393,2.5
23贵州债27,100.87,1.2,-0.01,1.2,2.5
26宁沪高SCP001,99.97,1.5978,-1.23,1.6096,2.5
24农行二级资本债01B,103.33,2.495,-0.39,2.4948,2.5
26福建海峡银行CD025,99.6,1.5801,,1.5801,2.5
21进出16,100.78,,,,2.5
23中铁股MTN002,100.38,1.6,1.0,1.6,2.5
24光大银行小微债,100.62,1.59,1.0,1.5909,2.5
26吉林银行CD016,99.2,1.5999,3.0,1.5999,2.5
26京国资MTN001,99.71,1.82,1.0,1.82,2.5
23湖南债127,100.93,1.1799,-2.01,1.1799,2.5
25农发10,97.78,1.935,-0.2,1.9366,2.5
24光大银行债01,100.86,1.57,1.0,1.57,2.5
26哈尔滨银行CD037,99.59,1.6301,,1.6301,2.5
25附息国债09,98.84,1.7876,0.76,1.782,2.4029
24深圳债58,101.61,1.8754,,1.8752,2.4
21粤交投MTN003,100.65,1.6007,-7.41,1.6015,2.4
24建行二级资本债03BC,100.0,1.96,-0.45,1.9594,2.4
22工行二级资本债03B,106.44,2.659,1.0,2.6603,2.4
25附息国债12,100.12,1.285,-0.5,1.2842,2.4
24内蒙古02,104.31,1.64,,1.64,2.4
25甘肃债49,100.27,2.4925,-0.75,2.4918,2.4
26山东债27,99.97,2.3122,-0.28,2.3135,2.4
23大足发展MTN003,100.45,1.7631,-1.69,1.7631,2.4
24工行二级资本债02BC,101.52,2.1738,-0.43,2.1741,2.3
26湖南债08,98.43,2.515,-0.25,2.5112,2.3
26浙江债15,98.59,2.507,-0.65,2.5047,2.3
26宁沪高SCP002,99.97,1.6099,,1.6112,2.3
26百业源CP001,99.94,1.74,3.0,1.74,2.3
25广东债71,100.43,1.8,0.19,1.8005,2.3
24浦发银行二级资本债01A,100.82,2.062,-0.92,2.062,2.3
23农行二级资本债01A,103.48,2.9357,-0.1,2.9343,2.3
23建行永续债02,103.8,,,,2.3
21广东债09,108.93,1.585,-0.46,1.5893,2.3
24北京72,100.72,2.375,-0.3,2.3759,2.28
25邦鑫1ABN005优先,99.98,,,,2.28
25天津债98,100.11,2.4925,2.25,2.4914,2.2
25农行二级资本债03B(BC),100.41,2.4652,0.87,2.4659,2.2
24工行二级资本债01A(BC),101.13,2.1028,-0.1,2.1032,2.2
24民生银行二级资本债01,101.29,2.3238,1.0,2.3239,2.2
23天街集团MTN001,100.85,2.7574,1.29,2.7574,2.2
25农行二级资本债02A(BC),99.54,1.9737,-0.25,1.9728,2.2
23农行永续债01,103.29,,,,2.2
23河南债29,104.74,1.565,-1.25,1.565,2.2
26南通沿海SCP002,100.0,1.654,0.42,1.6517,2.2
25银河证券CP017,100.02,1.5352,-7.45,1.5419,2.2
24南航股MTN013,100.76,1.73,-1.0,1.73,2.2
21国开09,103.46,1.615,1.0,1.615,2.2
25江苏银行永续债01BC,99.9,,,,2.13
24湖北债01,104.74,1.6,-3.5,1.6019,2.1
26四川港投PPN001,99.63,2.33,-0.86,2.3321,2.1
24兴业银行永续债01,101.32,1.95,1.0,1.95,2.1
25建设银行CD425,98.46,1.535,-0.5,1.5352,2.1
21进出10,108.37,1.7275,1.0,1.7293,2.1
22附息国债07,101.44,1.15,-0.98,1.15,2.1
21重庆07,118.98,2.259,,2.2613,2.1
24南京银行二级资本债01,100.99,2.1195,0.78,2.1194,2.1
21中国银行二级02,110.89,3.0997,1.0,3.0983,2.1
25苏交通SCP020,99.99,1.6002,1.0,1.6002,2.1
22贵州债51,105.15,1.5385,-0.06,1.5362,2.1
25工商银行CD253,98.42,1.525,0.34,1.5248,2.1
25网商银行永续债01,100.12,,,,2.04
25农业银行CD166,98.37,1.53,-0.01,1.5296,2.04
24广东债59,104.04,1.8501,,1.8501,2.0
26宝马中国MTN001A(BC),100.14,1.825,-2.5,1.825,2.0
25山东22,100.87,2.1875,0.6,2.1875,2.0
25江苏银行CD190,98.76,1.6699,14.0,1.6699,2.0
25中国银行CD017,98.3,1.5098,-0.01,1.5098,2.0
24陕西债19,102.17,1.675,0.5,1.6746,2.0
26交通银行CD045,99.24,1.525,0.5,1.525,2.0
26交通银行CD006,98.85,1.5349,,1.5349,2.0
26广发银行CD034,98.46,1.5625,1.25,1.5625,2.0
23铁道08,117.09,2.495,1.0,2.4949,2.0
23邮储银行二级资本债01,107.2,2.6883,-1.26,2.6899,2.0
26东进供水MTN001(可持续挂钩),99.94,2.0017,2.17,2.0009,2.0
24湖南债60,99.48,2.375,-1.0,2.3756,2.0
25民生银行CD279,98.42,1.55,-2.0,1.55,2.0
24中银香港债01BC,100.27,1.61,1.0,1.61,2.0
25中国银行CD031,98.39,1.5109,1.11,1.5109,2.0
24农发清发12,100.08,1.4599,0.5,1.4587,2.0
25工商银行CD283,98.47,1.5351,0.01,1.5351,2.0
23金茂投资MTN002,100.48,2.1571,5.71,2.1571,2.0
21民生银行永续债01,100.3,,,,2.0
24龙源电力MTN003,101.52,2.3,0.1,2.3,2.0
25江西债79,96.98,2.515,,2.5151,2.0
25北京银行CD195,99.18,1.75,23.99,1.75,2.0
26北京中关村银行CD026,99.15,1.6999,,1.6999,2.0
25贵阳银行CD089,98.38,1.54,,1.54,2.0
25渤海银行CD128,98.16,1.5202,-7.95,1.5202,2.0
24江苏银行债01BC,100.77,1.655,-0.5,1.6567,2.0
25哈尔滨银行CD240,99.16,1.6298,,1.6298,2.0
21中国银行二级03,101.33,3.3373,0.29,3.3361,2.0
25浙江债20,100.05,1.6075,0.25,1.6113,2.0
24华发集团MTN014,99.26,2.6236,0.13,2.6229,2.0
24光大环境MTN001,100.91,2.2571,-1.1,2.2571,2.0
26湖南银行CD020,98.45,1.5699,,1.5699,2.0
23广西债36,108.46,1.8325,1.0,1.8325,2.0
26国家能源SCP001,99.99,1.5897,-1.07,1.5897,2.0
26徽商银行CD029,99.24,1.54,-3.24,1.54,2.0
26深圳农商银行CD022,98.85,1.545,,1.545,2.0
26苏农垦CP001,99.98,1.6298,9.01,1.62,2.0
25民生银行CD302,98.44,1.5451,-0.49,1.5451,2.0
23威海高新MTN001,100.71,4.8441,,4.8441,2.0
23眉山发展MTN001(科创票据),100.83,1.9626,0.26,1.961,2.0
24瀛洲发展MTN002,101.19,1.8408,-1.92,1.8408,2.0
25中交投MTN003,100.14,1.865,-1.5,1.865,2.0
25长沙银行CD159,98.4,1.5351,,1.5351,2.0
25广发银行CD198,98.42,1.53,-1.5,1.53,2.0
25北京银行CD207,99.22,1.5001,-7.79,1.5001,2.0
07国债06,126.19,1.69,2.0,1.695,2.0
25天津银行CD148,98.37,1.55,,1.55,2.0
25光大银行CD257,98.45,1.5392,-3.58,1.5392,2.0
25南京银行CD203,98.8,1.535,,1.535,2.0
24广东债80,100.35,2.14,2.25,2.1388,2.0
23乌交旅PPN001,101.15,3.5012,0.62,3.4981,2.0
25京能洁能SCP006(科创债),100.0,1.6201,2.03,1.6201,2.0
25浙商银行CD152,98.44,1.5475,,1.5475,2.0
25北京银行永续债01,99.92,,,,2.0
25徽商银行CD200,98.43,1.555,-4.51,1.555,2.0
24中行二级资本债01B,103.72,2.5089,-0.39,2.5115,2.0
26南京医药SCP004,99.88,1.6701,16.02,1.6676,2.0
26光大银行CD020,98.46,1.56,-0.25,1.56,2.0
26巨石SCP002,100.0,1.6356,0.57,1.6356,2.0
25广发银行CD286,99.2,1.5097,0.97,1.5097,2.0
26浙商银行CD022,98.45,1.5699,,1.5699,2.0
26江苏银行CD017,98.84,1.5475,1.25,1.5475,2.0
21进出07,103.25,1.59,-4.5,1.5925,2.0
25东莞农村商业银行CD043,98.23,1.5298,1.0,1.5298,2.0
26广西北部湾银行CD015,99.22,1.5874,-3.24,1.5874,2.0
25稠州商行二级资本债02,98.88,2.7851,1.22,2.7882,2.0
25广发银行CD252,98.42,1.53,0.49,1.53,2.0
26徽商银行CD014,98.44,1.575,-1.51,1.575,2.0
24中行永续债02BC,100.6,,,,2.0
25象屿MTN005,100.59,,,,2.0
25重庆银行CD020,98.26,1.5198,1.01,1.5198,2.0
25农业银行CD275,98.41,1.5276,0.25,1.5276,2.0
25建设银行CD170,98.3,1.5096,1.0,1.5096,2.0
24杭州银行小微债,100.72,1.61,1.0,1.6094,2.0
25恒丰银行CD305,99.2,1.5203,1.03,1.5203,2.0
26红塔证券CP001,100.02,1.6491,-2.07,1.6491,2.0
25江苏银行CD116,98.4,1.5399,1.0,1.5399,2.0
25光大银行CD218,98.43,1.535,0.01,1.535,2.0
25光大银行CD079,98.13,1.4198,-3.03,1.4198,2.0
25江苏03,98.6,1.901,0.1,1.9035,2.0
23吉林债54,108.09,1.8826,,1.8826,2.0
25杭州银行CD121,98.43,1.5399,,1.5399,2.0
25宁波银行CD241,99.22,1.525,-198.67,1.525,2.0
25工商银行CD285,98.46,1.5376,-4.49,1.5376,2.0
25民生银行CD172,98.41,1.5399,-5.34,1.5399,2.0
25中国银行CD033,98.79,1.4301,-0.45,1.4301,2.0
23贵州34,107.9,1.8899,-0.01,1.8899,2.0
25建设银行CD270,98.42,1.5099,1.0,1.5099,2.0
26大连银行CD046,99.87,1.5703,,1.5703,2.0
25建设银行CD435,99.22,1.5099,1.0,1.5099,2.0
25中国银行CD070,98.44,1.535,0.5,1.535,2.0
25中信建投CP010,100.04,1.5751,1.0,1.5751,2.0
25中国银行CD068,98.43,1.535,0.75,1.535,2.0
20天津51,112.73,1.9424,,1.9425,2.0
20福建债23,112.88,1.9201,,1.9201,2.0
20山东债36,112.78,1.9201,2.01,1.9201,2.0
26成都农商银行CD006,98.45,1.575,-1.0,1.575,2.0
25光大银行CD114,98.77,1.4304,1.21,1.4304,2.0
25工商银行CD258,98.42,1.5251,-0.49,1.5251,2.0
25建设银行CD438,99.61,1.4292,-3.06,1.4292,2.0
26浦发银行CD046,98.86,1.54,-3.5,1.54,2.0
24农发13,100.33,1.55,1.0,1.55,2.0
26桂林银行CD029,98.43,1.5899,,1.5899,2.0
25国航SCP004,100.0,1.5581,-8.63,1.5581,2.0
25江苏银行CD150,98.41,1.5401,,1.5401,2.0
25北京银行CD161,98.41,1.55,-5.0,1.55,2.0
25恒丰银行CD209,98.79,1.5247,,1.5247,2.0
26兴业银行CD017,98.46,1.56,0.5,1.56,2.0
25平安银行CD089,99.19,1.427,-0.15,1.427,2.0
26长沙银行CD033,99.62,1.5249,,1.5249,2.0
26浙江诸暨农商行CD008,99.16,1.6899,,1.6899,2.0
23铁建房产MTN001,100.31,2.8,10.0,2.815,2.0
25东莞农村商业银行CD138,99.6,1.4514,,1.4514,2.0
26杭州银行CD035,98.85,1.55,0.26,1.55,2.0
26宁波通商银行CD036,99.6,1.5801,,1.5801,2.0
25青岛农商行CD103,98.39,1.545,,1.545,2.0
25光大银行CD123,98.42,1.5149,0.48,1.5149,2.0
25厦门银行CD048,98.36,1.5399,,1.5399,2.0
25中国银行CD015,98.16,1.4295,1.0,1.4295,2.0
25广发银行CD272,99.2,1.5154,0.55,1.5139,2.0
25北京银行CD041,98.04,1.4416,-0.01,1.4406,2.0
26建设银行CD037,98.86,1.535,-0.5,1.5332,2.0
25农业银行CD218,98.42,1.53,-0.51,1.53,2.0
25交通银行CD118,98.38,1.5152,1.24,1.5152,2.0
26海通恒信SCP003,100.0,1.6346,-0.52,1.6386,2.0
24建行债02BC,100.73,1.62,1.0,1.62,2.0
25中国银行CD008,98.13,1.4101,-2.58,1.4101,2.0
24广西债04,104.24,1.6321,,1.6321,2.0
26陕有色SCP001,99.97,1.6299,-1.02,1.635,2.0
25农业银行CD320,99.19,1.4423,-0.7,1.4423,2.0
21农发清发01,103.52,1.59,1.0,1.59,2.0
25广发银行CD273,99.2,1.5096,-0.03,1.5096,2.0
25江苏银行CD101,98.38,1.5201,-0.99,1.5201,2.0
25四川银行CD108,98.78,1.5302,,1.5302,2.0
26广州银行CD030,99.23,1.54,1.0,1.54,2.0
25青岛银行CD074,98.43,1.555,,1.555,2.0
25华能集MTN002,100.25,1.7498,-0.02,1.7498,2.0
26浙交投MTN002,100.0,1.64,,1.64,2.0
25广西23,99.32,2.0,1.0,2.0125,2.0
26南京银行CD074,99.62,1.5199,1.0,1.5199,2.0
25交通银行CD247,99.22,1.5148,-0.52,1.5148,2.0
25成都银行CD064,98.35,1.5298,1.0,1.5298,2.0
26工商银行CD013,98.45,1.555,0.5,1.555,2.0
25农业银行CD221,98.43,1.5299,-3.0,1.5299,2.0
25广发银行CD280,99.2,1.5153,,1.5153,2.0
24浙江债01,105.3,1.8247,0.29,1.8224,2.0
25建设银行CD383,98.8,1.5099,,1.5099,2.0
26华夏银行CD040,98.46,1.56,-0.5,1.56,2.0
26徽商银行CD019,98.44,1.575,0.75,1.575,2.0
26江苏银行CD011,98.84,1.5499,,1.5499,2.0
25重庆农村商行CD147,98.8,1.5464,,1.5464,2.0
25广州银行CD144,99.19,1.5247,,1.5247,2.0
25工商银行CD267,99.2,1.505,-0.46,1.505,2.0
23汇金MTN003,100.23,1.5798,1.0,1.5798,2.0
25重庆银行CD061,99.19,1.4276,-1.22,1.4276,2.0
25交通银行CD159,98.45,1.5251,-0.48,1.5251,2.0
26平安银行CD009,98.85,1.5402,0.52,1.5402,2.0
25成都农商银行CD051,98.78,1.5254,,1.5254,2.0
25苏州银行CD061,98.26,1.5249,,1.5249,2.0
23口行二级资本债02B,106.57,2.494,-0.31,2.4915,2.0
